url,page_type,title,title_len,title_duplicate_count,meta_description,desc_len,desc_duplicate_count,h1,h1_count,h1_duplicate_count,og_image
"https://anotherseoguru.com/el/get-started","get-started","Ξεκινήστε - Έργο ιστοσελίδας & SEO | AnotherSEOGuru",51,1,"Ξεκινήστε το έργο σας: επιλέξτε πακέτο, μοιραστείτε στόχους και λάβετε SEO-ready ιστοσελίδα σε εβδομάδες.",105,1,"Ξεκινήστε το Έργο Σας",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/blog","blog","SEO, GEO & AEO Blog - Guides & Playbooks | AnotherSEOGuru",57,1,"Expert guides on Search Console, GEO, AEO, AI search visibility, technical SEO, local SEO, and agency playbooks.",112,1,"SEO insights & playbooks",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/locations","locations","Website Creation by City - Worldwide | AnotherSEOGuru",53,1,"Website creation, SEO, GEO, and AEO services in 120+ cities: USA, Greece, UK, Canada, Australia, and global hubs.",113,1,"Website Creation by City - Worldwide",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/privacy","privacy","Privacy Policy | AnotherSEOGuru",31,1,"AnotherSEOGuru privacy policy: how we collect, use, store, and protect personal data for our SEO platform, agency services, analytics, and marketing.",149,1,"Privacy Policy",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/locations","locations","Κατασκευή Ιστοσελίδων ανά Πόλη | AnotherSEOGuru",47,1,"Κατασκευή ιστοσελίδων, SEO, GEO και AEO σε 120+ πόλεις σε Ελλάδα, ΗΠΑ, Ευρώπη. Δείτε τις πόλεις, μάθετε τιμές και ζητήστε δωρεάν προσφορά.",138,1,"Κατασκευή Ιστοσελίδων ανά Πόλη",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/privacy","privacy","Πολιτική Απορρήτου | AnotherSEOGuru",35,1,"Πολιτική απορρήτου AnotherSEOGuru: πώς συλλέγουμε, χρησιμοποιούμε και προστατεύουμε προσωπικά δεδομένα για την πλατφόρμα, τις υπηρεσίες και το μάρκετινγκ.",154,1,"Πολιτική Απορρήτου",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/terms","terms","Terms of Service | AnotherSEOGuru",33,1,"Terms of service for AnotherSEOGuru SEO software, agency services, subscriptions, trials, billing, acceptable use, and limitations of liability.",144,1,"Terms of Service",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/terms","terms","Όροι Χρήσης Ιστότοπου & Υπηρεσιών | AnotherSEOGuru",50,1,"Όροι χρήσης για το λογισμικό SEO, τις υπηρεσίες μας, συνδρομές, δοκιμές, χρέωση και περιορισμό ευθύνης της AnotherSEOGuru.",122,1,"Όροι Χρήσης Ιστότοπου & Υπηρεσιών",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work","work","Portfolio - Tourism, Hotels & Rent-a-car | AnotherSEOGuru",57,1,"55+ live websites for hotels, rent-a-car, tours, villas and travel AI. Browse our portfolio of SEO-optimized tourism projects across Greece, UK, US, Canada.",156,1,"Our work",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/blog","blog","Άρθρα SEO, GEO & AEO - Οδηγοί | AnotherSEOGuru",46,1,"Οδηγοί για Google Search Console, GEO, AEO, αναζήτηση με AI, τεχνικό SEO, τοπικό SEO και στρατηγικές - για ελληνικές και διεθνείς αγορές.",137,1,"Άρθρα & οδηγοί SEO",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/for/in-house","platform","SEO Platform for In-House Teams | AnotherSEOGuru",48,1,"In-house SEO platform: one GSC workspace for clustering, health scores, rank tracking, AI briefs, and sprint planning - replace scattered tools with measurable.",160,1,"One stack for the marketing org",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/features","platform","SEO Platform Features - Full List | AnotherSEOGuru",50,1,"Explore every platform feature: GSC clustering, rank tracking, technical audits, AI autopilot, sprint boards, E-E-A-T, outreach, LLM citations, and GEO/AEO.",156,1,"Platform capabilities",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/pricing","platform","SEO Software Pricing & Plans | AnotherSEOGuru",45,1,"SEO platform pricing: 7-day card-verified trial, monthly plans, and credits for AI workflows. Compare software billing vs agency retainers and start in the app.",160,1,"Platform pricing",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform","platform","SEO Software Platform - GSC & AI | AnotherSEOGuru",49,1,"GSC-native SEO platform: semantic clustering, rank tracking, technical audits, GEO, AEO, and multi-LLM workflows.",113,1,"The SEO command center for teams who outgrow spreadsheets.",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/for/agencies","platform","SEO Platform for Agencies | AnotherSEOGuru",42,1,"Multi-client SEO platform for agencies: GSC reporting, sprint boards, AI workflows, rank tracking, and white-label-ready delivery across many Search Console.",157,1,"Built for agencies shipping every week",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/for/ecommerce","platform","SEO Platform for Ecommerce | AnotherSEOGuru",43,1,"Ecommerce SEO software: product and category query tracking, SERP monitoring, content decay alerts, technical audits, and AI briefs for stores scaling organic.",159,1,"Organic revenue needs operational SEO",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/compare/ahrefs","compare","AnotherSEOGuru vs Ahrefs | AnotherSEOGuru",41,1,"Ahrefs is a world-class link and keyword research suite. AnotherSEOGuru is built around your Google Search Console reality plus AI execution workflows - ideal.",159,1,"AnotherSEOGuru vs Ahrefs",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/compare/semrush","compare","AnotherSEOGuru vs Semrush | AnotherSEOGuru",42,1,"Semrush is a broad marketing suite with deep paid and content modules. AnotherSEOGuru focuses on organic SEO operations: GSC-native views, technical checks.",156,1,"AnotherSEOGuru vs Semrush",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/compare/search-console-alone","compare","AnotherSEOGuru vs Search Console alone | AnotherSEOGuru",55,1,"Search Console is free and essential - but it stops at observation. AnotherSEOGuru adds clustering, health scoring, rank tracking, AI playbooks, and optional.",158,1,"AnotherSEOGuru vs Search Console alone",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/tools","tool","SEO Tools, Free Keyword Research, Audits | AnotherSEOGuru",57,1,"Free SEO tools for keyword research, SEO audits, Search Console clustering, LLM citations, health scores, and browser checkers for meta, schema, and Core Web.",158,1,"SEO tools",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/resources","resources","SEO Resources - Blog, Tools & Guides | AnotherSEOGuru",53,1,"Free SEO resources: Search Console playbooks, GEO and AEO guides, technical SEO checklists, blog pillars, and links to clustering, audit, and AI visibility.",156,1,"Resources",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/features/sprint-board-task-management","platform-feature","Sprint Board & Task Management for SEO | AnotherSEOGuru",55,1,"AI-powered sprint board with 12-week SEO plans. Track tasks, automate workflows, and achieve your SEO goals. Start your free trial today!",137,1,"Sprint Board & Task Management",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/features/technical-seo-audits","platform-feature","Technical SEO Audit Tool | 60+ Checks | AnotherSEOGuru",54,1,"Run comprehensive technical SEO audits with 60+ checks. Core Web Vitals, mobile-friendliness, crawl errors. Free trial!",119,1,"Technical SEO Audits",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/platform/features/semantic-keyword-clustering","platform-feature","Semantic Keyword Clustering | Topic | AnotherSEOGuru",52,1,"AI groups keywords by semantic intent and auto-generates topic cluster plans with pillar page strategies. Free trial!",117,1,"Semantic Keyword Clustering",1,1,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/aggelos-rentals","case-study","Aggelos Rentals | ενοικίαση αυτοκινήτου | AnotherSEOGuru",56,1,"Aggelos Rentals, ενοικίαση αυτοκινήτων με παράδοση σε λιμάνι και αεροδρόμιο στον Πειραιά και Πάρο. SEO για «ενοικίαση αυτοκινήτου Πειραιά».",139,1,"Aggelos Rentals",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/aggelos-rentals","case-study","Aggelos Rentals | rent a car Piraeus | AnotherSEOGuru",53,1,"Aggelos Rentals, car rental with port and airport delivery in Piraeus and Paros. SEO for “rent a car Piraeus”.",110,1,"Aggelos Rentals",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/antiparos-rentacar","case-study","Antiparos Rent a Car | ενοικίαση | AnotherSEOGuru",49,1,"Antiparos Rent a Car, ενοικίαση αυτοκινήτων και μηχανών στο νησί στην Αντίπαρο. SEO για «ενοικίαση αυτοκινήτου Αντίπαρος».",122,1,"Antiparos Rent a Car",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/antiparos-rentacar","case-study","Antiparos Rent a Car | rent a car Antiparos | AnotherSEOGuru",60,1,"Antiparos Rent a Car, island car and scooter rental in Antiparos. SEO for “rent a car Antiparos”.",97,1,"Antiparos Rent a Car",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/cyclades-rentacar","case-study","Cyclades Rent a Car | ενοικίαση | AnotherSEOGuru",48,1,"Cyclades Rent a Car, πλατφόρμα σύγκρισης ενοικίασης αυτοκινήτων στα νησιά στις Κυκλάδες. SEO για «ενοικίαση αυτοκινήτου Κυκλάδες».",130,1,"Cyclades Rent a Car",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/cyclades-rentacar","case-study","Cyclades Rent a Car | rent a car Cyclades | AnotherSEOGuru",58,1,"Cyclades Rent a Car, multi-island car rental comparison platform in Cyclades islands. SEO for “rent a car Cyclades”.",116,1,"Cyclades Rent a Car",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/cretanways-rentals","case-study","Cretan Ways Rentals | ενοικίαση | AnotherSEOGuru",48,1,"Cretan Ways Rentals, ενοικίαση αυτοκινήτων και scooters στην Κρήτη στην Κρήτη. SEO για «ενοικίαση αυτοκινήτου Κρήτη».",117,1,"Cretan Ways Rentals",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/cretanways-rentals","case-study","Cretan Ways Rentals | rent a car Crete | AnotherSEOGuru",55,1,"Cretan Ways Rentals, Crete car and scooter rentals in Crete. SEO for “rent a car Crete”.",88,1,"Cretan Ways Rentals",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/naxos-carrentals","case-study","Naxos Car Rentals | rent a car Naxos | AnotherSEOGuru",53,1,"Naxos Car Rentals, Naxos car rental in Naxos. SEO for “rent a car Naxos”.",73,1,"Naxos Car Rentals",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/naxos-carrentals","case-study","Naxos Car Rentals | ενοικίαση αυτοκινήτου | AnotherSEOGuru",58,1,"Naxos Car Rentals, ενοικίαση αυτοκινήτων στη Νάξο στη Νάξο. SEO για «ενοικίαση αυτοκινήτου Νάξος».",98,1,"Naxos Car Rentals",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/rentacar-antiparos-gr","case-study","Rent a Car Antiparos | ενοικίαση | AnotherSEOGuru",49,1,"Rent a Car Antiparos, τοπική ενοικίαση αυτοκινήτων Αντιπάρου στην Αντίπαρο. SEO για «ενοικίαση αυτοκινήτου Αντίπαρος».",118,1,"Rent a Car Antiparos",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/rentacar-piraeus","case-study","Rent a Car Piraeus | Piraeus port car | AnotherSEOGuru",54,1,"Rent a Car Piraeus, Piraeus port city car rental in Piraeus. SEO for “rent a car Piraeus”.",90,1,"Rent a Car Piraeus",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/rentacar-antiparos-gr","case-study","Rent a Car Antiparos | Antiparos rent a car | AnotherSEOGuru",60,1,"Rent a Car Antiparos, local Antiparos rent-a-car (.gr) in Antiparos. SEO for “Antiparos rent a car”.",100,1,"Rent a Car Antiparos",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/rentacar-in-paros","case-study","Rent a Car in Paros | ενοικίαση | AnotherSEOGuru",48,1,"Rent a Car in Paros, ενοικίαση αυτοκινήτων στην Πάρο στην Πάρο. SEO για «ενοικίαση αυτοκινήτου στην Πάρο».",106,1,"Rent a Car in Paros",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/rentacar-in-paros","case-study","Rent a Car in Paros | Paros car hire | AnotherSEOGuru",53,1,"Rent a Car in Paros, Paros car hire brand in Paros. SEO for “rent a car in Paros”.",82,1,"Rent a Car in Paros",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/athens-rentacar","case-study","Athens Rent a Car | ενοικίαση αυτοκινήτου | AnotherSEOGuru",58,1,"Athens Rent a Car, ενοικίαση αυτοκινήτων στην Αθήνα στην Αθήνα. SEO για «ενοικίαση αυτοκινήτου Αθήνα».",102,1,"Athens Rent a Car",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/athens-rentacar","case-study","Athens Rent a Car | rent a car Athens | AnotherSEOGuru",54,1,"Athens Rent a Car, Athens city and airport car rental in Athens. SEO for “rent a car Athens”.",93,1,"Athens Rent a Car",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/rentacar-paros-gr","case-study","Rent a Car Paros | ενοικίαση αυτοκινήτου | AnotherSEOGuru",57,1,"Rent a Car Paros, ενοικίαση αυτοκινήτων στην Πάρο στην Πάρο. SEO για «ενοικίαση αυτοκινήτου Πάρος».",99,1,"Rent a Car Paros",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/rentacar-paros-gr","case-study","Rent a Car Paros | rentacar Paros | AnotherSEOGuru",50,1,"Rent a Car Paros, Paros car rental (.gr domain) in Paros. SEO for “rentacar Paros”.",83,1,"Rent a Car Paros",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/rentacar-piraeus","case-study","Rent a Car Piraeus | ενοικίαση αυτοκινήτου | AnotherSEOGuru",59,1,"Rent a Car Piraeus, ενοικίαση αυτοκινήτων στον Πειραιά στον Πειραιά. SEO για «ενοικίαση αυτοκινήτου Πειραιάς».",110,1,"Rent a Car Piraeus",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/hotels-santorini","case-study","Hotels Santorini | ξενοδοχεία Σαντορίνη | AnotherSEOGuru",56,1,"Hotels Santorini, κατάλογος και κρατήσεις ξενοδοχείων Σαντορίνης στη Σαντορίνη. SEO για «ξενοδοχεία Σαντορίνη».",111,1,"Hotels Santorini",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/hotels-santorini","case-study","Hotels Santorini | Santorini hotel booking | AnotherSEOGuru",59,1,"Hotels Santorini, Santorini hotels directory and bookings in Santorini. SEO for “hotels Santorini”.",99,1,"Hotels Santorini",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/hotels-sifnos","case-study","Hotels Sifnos | Sifnos accommodation | AnotherSEOGuru",53,1,"Hotels Sifnos, Sifnos hotels and stays in Sifnos. SEO for “hotels Sifnos”.",74,1,"Hotels Sifnos",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/hotels-sifnos","case-study","Hotels Sifnos | ξενοδοχεία Σίφνος | AnotherSEOGuru",50,1,"Hotels Sifnos, ξενοδοχεία και διαμονή στη Σίφνο στη Σίφνο. SEO για «ξενοδοχεία Σίφνος».",87,1,"Hotels Sifnos",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/onoma-hotel","case-study","Onoma Hotel | boutique hotel Greece | AnotherSEOGuru",52,1,"Onoma Hotel, boutique hotel brand site in Greece. SEO for “Onoma Hotel”.",72,1,"Onoma Hotel",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/onoma-hotel","case-study","Onoma Hotel | boutique ξενοδοχείο Ελλάδα | AnotherSEOGuru",57,1,"Onoma Hotel, ιστοσελίδα boutique ξενοδοχείου στην Ελλάδα. SEO για «Onoma Hotel».",80,1,"Onoma Hotel",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/kipos-hotel","case-study","Kipos Hotel | Kipos Hotel Ρέθυμνο | AnotherSEOGuru",50,1,"Kipos Hotel, ξενοδοχείο στο κέντρο κοντά στην Παλιά Πόλη στο Ρέθυμνο. SEO για «Kipos Hotel Ρέθυμνο».",100,1,"Kipos Hotel",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/kipos-hotel","case-study","Kipos Hotel | Kipos Hotel Rethymno | AnotherSEOGuru",51,1,"Kipos Hotel, city-centre hotel near the Old Town in Rethymno. SEO for “Kipos Hotel Rethymno”.",93,1,"Kipos Hotel",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/eolides-villas","case-study","Eolides Villas | family villas Rethymno | AnotherSEOGuru",56,1,"Eolides Villas, family villas portfolio in Lampini, Rethymno Crete. SEO for “Eolides Villas”.",93,1,"Eolides Villas",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/eolides-villas","case-study","Eolides Villas | οικογενειακές βίλες | AnotherSEOGuru",53,1,"Eolides Villas, οικογενειακές βίλες στη Λαμπινή Ρεθύμνου στην Κρήτη. SEO για «Eolides Villas».",94,1,"Eolides Villas",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/villa-olivia-clara","case-study","Villa Olivia Clara | luxury villa Crete | AnotherSEOGuru",56,1,"Villa Olivia Clara, luxury private villa in Crete. SEO for “Villa Olivia Clara”.",80,1,"Villa Olivia Clara",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/villa-olivia-clara","case-study","Villa Olivia Clara | πολυτελής βίλα Κρήτη | AnotherSEOGuru",58,1,"Villa Olivia Clara, πολυτελής ιδιωτική βίλα στην Κρήτη. SEO για «Villa Olivia Clara».",85,1,"Villa Olivia Clara",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/villas-katerina","case-study","Villas Katerina | villas for rent Crete | AnotherSEOGuru",56,1,"Villas Katerina, villa complex for holiday stays in Crete. SEO for “Villas Katerina”.",85,1,"Villas Katerina",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/villas-katerina","case-study","Villas Katerina | βίλες προς ενοικίαση | AnotherSEOGuru",55,1,"Villas Katerina, συγκρότημα βιλών για διακοπές στην Κρήτη. SEO για «Villas Katerina».",85,1,"Villas Katerina",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/spili-apartments","case-study","Spili Apartments | διαμερίσματα Σπήλι | AnotherSEOGuru",54,1,"Spili Apartments, οικογενειακά διαμερίσματα διακοπών στο Σπήλι Ρεθύμνου στην Κρήτη. SEO για «διαμερίσματα Σπήλι».",113,1,"Spili Apartments",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/mykonos-luxury","case-study","Mykonos Luxury | πολυτελής βίλα Μύκονος | AnotherSEOGuru",56,1,"Mykonos Luxury, πολυτελής διαμονή και concierge στη Μύκονο στη Μύκονο. SEO για «πολυτελής βίλα Μύκονος».",104,1,"Mykonos Luxury",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/mykonos-luxury","case-study","Mykonos Luxury | Mykonos luxury villa | AnotherSEOGuru",54,1,"Mykonos Luxury, luxury Mykonos journey and villa concierge in Mykonos. SEO for “Mykonos luxury villa”.",102,1,"Mykonos Luxury",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/en/work/spili-apartments","case-study","Spili Apartments | Spili Crete | AnotherSEOGuru",47,1,"Spili Apartments, family holiday apartments in Spili, Rethymno Crete. SEO for “Spili apartments”.",97,1,"Spili Apartments",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/discover-crete","case-study","Discover Crete | εκδρομές Κρήτη | AnotherSEOGuru",48,1,"Discover Crete, πλατφόρμα ανακάλυψης και εκδρομών Κρήτης στην Κρήτη και Παλαιόχωρα. SEO για «εκδρομές Κρήτη».",109,1,"Discover Crete",1,2,"https://anotherseoguru.com/opengraph-image.png"
"https://anotherseoguru.com/el/work/discover-cyclades","case-study","Discover Cyclades | οδηγός Κυκλάδες | AnotherSEOGuru",52,1,"Discover Cyclades, ταξιδιωτικός οδηγός και πλατφόρμα ανακάλυψης Κυκλάδων στις Κυκλάδες. SEO για «οδηγός Κυκλάδες».",114,1,"Discover Cyclades",1,2,"https://anotherseoguru.com/opengraph-image.png"
